Country,Country Code,Year,Avg_Dengue
GRENADA,GRD,2011,17.666666666666668
GRENADA,GRD,2012,13.5
GRENADA,GRD,2013,31.916666666666668
GRENADA,GRD,2014,7.666666666666667
GRENADA,GRD,2015,0.5833333333333334
GRENADA,GRD,2016,6.0
GRENADA,GRD,2017,15.5
GRENADA,GRD,2018,33.666666666666664
GRENADA,GRD,2019,9.083333333333334
GRENADA,GRD,2020,21.583333333333332
GRENADA,GRD,2021,0.0
GRENADA,GRD,2022,16.5
GUADELOUPE,GLP,2000,60.0
GUADELOUPE,GLP,2001,0.0
GUADELOUPE,GLP,2002,93.0
GUADELOUPE,GLP,2003,495.0
GUADELOUPE,GLP,2004,0.0
GUADELOUPE,GLP,2005,3364.0
GUADELOUPE,GLP,2006,2948.0
GUADELOUPE,GLP,2007,3266.0
GUADELOUPE,GLP,2008,277.0
GUADELOUPE,GLP,2009,2234.0
GUADELOUPE,GLP,2010,41100.0
GUADELOUPE,GLP,2011,101.0
GUADELOUPE,GLP,2012,1032.0
GUADELOUPE,GLP,2013,12706.0
GUADELOUPE,GLP,2014,0.0
GUADELOUPE,GLP,2015,3.5
GUADELOUPE,GLP,2016,2.25
GUADELOUPE,GLP,2017,3.75
GUADELOUPE,GLP,2018,119.0
GUADELOUPE,GLP,2019,248.0
GUADELOUPE,GLP,2020,1595.5833333333333
GUADELOUPE,GLP,2021,45.0
GUADELOUPE,GLP,2022,35.5
GUAM,GUM,2000,2.0
GUAM,GUM,2001,0.0
GUAM,GUM,2002,0.0
GUAM,GUM,2003,1.0
GUAM,GUM,2004,1.0
GUAM,GUM,2005,0.0
GUAM,GUM,2006,3.0
GUAM,GUM,2007,1.0
GUAM,GUM,2009,0.0
GUAM,GUM,2010,3.0
GUAM,GUM,2017,0.0
GUAM,GUM,2018,0.0
GUAM,GUM,2019,23.0
GUAM,GUM,2022,119.0
GUATEMALA,GTM,2000,9006.0
GUATEMALA,GTM,2001,4516.0
GUATEMALA,GTM,2002,7599.0
GUATEMALA,GTM,2003,6750.0
GUATEMALA,GTM,2004,6352.0
GUATEMALA,GTM,2005,6341.0
GUATEMALA,GTM,2006,2428.0
GUATEMALA,GTM,2007,5886.0
GUATEMALA,GTM,2008,3230.0
GUATEMALA,GTM,2009,10438.0
GUATEMALA,GTM,2010,17045.0
GUATEMALA,GTM,2011,2565.0
GUATEMALA,GTM,2012,9252.0
GUATEMALA,GTM,2013,5868.0
GUATEMALA,GTM,2014,1647.0
GUATEMALA,GTM,2015,1151.6
GUATEMALA,GTM,2016,8243.0
GUATEMALA,GTM,2017,4214.0
GUATEMALA,GTM,2018,7592.0
GUATEMALA,GTM,2019,50886.0
GUATEMALA,GTM,2020,5983.0
GUATEMALA,GTM,2021,238.41666666666666
GUATEMALA,GTM,2022,8407.0
GUYANA,GUY,2000,19.0
GUYANA,GUY,2001,60.0
GUYANA,GUY,2002,202.0
GUYANA,GUY,2003,33.0
GUYANA,GUY,2004,47.0
GUYANA,GUY,2005,178.0
GUYANA,GUY,2006,118.0
GUYANA,GUY,2007,201.0
GUYANA,GUY,2008,324.0
GUYANA,GUY,2009,994.0
GUYANA,GUY,2010,1468.0
GUYANA,GUY,2011,1093.0
GUYANA,GUY,2012,2189.0
GUYANA,GUY,2013,1120.0
GUYANA,GUY,2014,0.0
GUYANA,GUY,2015,15.0
GUYANA,GUY,2016,0.1111111111111111
GUYANA,GUY,2017,0.0
GUYANA,GUY,2018,0.16666666666666666
GUYANA,GUY,2019,0.0
GUYANA,GUY,2021,7.2
HAITI,HTI,2000,13642.0
HAITI,HTI,2009,0.0
HAITI,HTI,2010,0.0
HAITI,HTI,2011,0.0
HAITI,HTI,2012,240.0
HAITI,HTI,2013,0.0
HAITI,HTI,2017,1.0
HAITI,HTI,2018,7.5
HAITI,HTI,2019,7.666666666666667
HAITI,HTI,2020,148.58333333333334
HAITI,HTI,2021,5.333333333333333
HAITI,HTI,2022,0.0
HONDURAS,HND,2000,13642.0
HONDURAS,HND,2001,19077.0
HONDURAS,HND,2002,322269.0
HONDURAS,HND,2003,16599.0
HONDURAS,HND,2004,19971.0
HONDURAS,HND,2005,18843.0
HONDURAS,HND,2006,8436.0
HONDURAS,HND,2007,33508.0
HONDURAS,HND,2008,18941.0
HONDURAS,HND,2009,15291.0
HONDURAS,HND,2010,66814.0
HONDURAS,HND,2011,8297.0
HONDURAS,HND,2012,15554.0
HONDURAS,HND,2013,19680.0
HONDURAS,HND,2014,3549.5
HONDURAS,HND,2015,3736.1666666666665
HONDURAS,HND,2016,1537.5
HONDURAS,HND,2017,435.5
HONDURAS,HND,2018,682.25
HONDURAS,HND,2019,11075.416666666666
HONDURAS,HND,2020,2011.0
HONDURAS,HND,2021,1646.0833333333333
HONDURAS,HND,2022,1731.4545454545455
HONG KONG,HKG,2000,0.0
HONG KONG,HKG,2001,0.0
HONG KONG,HKG,2002,5.333333333333333
HONG KONG,HKG,2003,4.083333333333333
HONG KONG,HKG,2004,2.5833333333333335
HONG KONG,HKG,2005,2.5833333333333335
HONG KONG,HKG,2006,2.5833333333333335
HONG KONG,HKG,2007,4.833333333333333
HONG KONG,HKG,2008,3.5
HONG KONG,HKG,2009,3.5833333333333335
HONG KONG,HKG,2010,7.25
HONG KONG,HKG,2011,2.5
HONG KONG,HKG,2012,0.0
HONG KONG,HKG,2013,8.583333333333334
HONG KONG,HKG,2014,9.583333333333334
HONG KONG,HKG,2015,9.75
HONG KONG,HKG,2016,10.666666666666666
HONG KONG,HKG,2017,8.583333333333334
HONG KONG,HKG,2018,16.0
HONG KONG,HKG,2019,16.583333333333332
HONG KONG,HKG,2020,0.08333333333333333
HONG KONG,HKG,2021,0.0
HONG KONG,HKG,2022,0.0
HONG KONG,HKG,2023,0.0
INDIA,IND,2000,650.0
INDIA,IND,2001,3306.0
INDIA,IND,2002,1926.0
INDIA,IND,2003,12754.0
INDIA,IND,2004,4153.0
INDIA,IND,2005,11985.0
INDIA,IND,2006,12317.0
INDIA,IND,2007,5530.0
INDIA,IND,2008,12540.0
INDIA,IND,2009,15535.0
INDIA,IND,2010,1252.0
INDIA,IND,2011,18860.0
INDIA,IND,2012,37070.0
INDIA,IND,2015,99913.0
INDIA,IND,2016,129166.0
INDIA,IND,2017,188401.0
INDIA,IND,2018,101192.0
INDIA,IND,2019,157315.0
INDIA,IND,2020,44585.0
INDIA,IND,2021,193245.0
INDIA,IND,2022,233251.0
INDONESIA,IDN,2000,33443.0
INDONESIA,IDN,2001,45904.0
INDONESIA,IDN,2002,40377.0
INDONESIA,IDN,2003,51934.0
INDONESIA,IDN,2004,18570.875
INDONESIA,IDN,2005,13118.0
INDONESIA,IDN,2006,106425.0
INDONESIA,IDN,2007,157442.0
INDONESIA,IDN,2008,155607.0
INDONESIA,IDN,2009,156052.0
INDONESIA,IDN,2010,127619.0
INDONESIA,IDN,2011,65725.0
INDONESIA,IDN,2012,90245.0
INDONESIA,IDN,2013,112511.0
INDONESIA,IDN,2014,100347.0
INDONESIA,IDN,2015,129650.0
INDONESIA,IDN,2016,204171.0
INDONESIA,IDN,2017,68407.0
INDONESIA,IDN,2019,138127.0
INDONESIA,IDN,2020,108303.0
INDONESIA,IDN,2021,73518.0
JAMAICA,JAM,2000,25.0
JAMAICA,JAM,2001,39.0
JAMAICA,JAM,2002,90.0
JAMAICA,JAM,2003,52.0
JAMAICA,JAM,2004,9.0
JAMAICA,JAM,2005,46.0
JAMAICA,JAM,2006,79.0
JAMAICA,JAM,2007,1448.0
JAMAICA,JAM,2008,359.0
JAMAICA,JAM,2009,70.0
JAMAICA,JAM,2010,2827.0
JAMAICA,JAM,2011,408.0
JAMAICA,JAM,2012,4670.0
JAMAICA,JAM,2013,431.5
JAMAICA,JAM,2014,73.16666666666667
JAMAICA,JAM,2015,4.142857142857143
JAMAICA,JAM,2016,137.66666666666666
JAMAICA,JAM,2017,18.25
JAMAICA,JAM,2018,86.16666666666667
JAMAICA,JAM,2019,615.1666666666666
JAMAICA,JAM,2020,71.08333333333333
JAMAICA,JAM,2021,6.909090909090909
JAMAICA,JAM,2022,6.666666666666667
JAPAN,JPN,2000,18.0
JAPAN,JPN,2001,50.0
JAPAN,JPN,2002,52.0
JAPAN,JPN,2003,32.0
JAPAN,JPN,2004,49.0
JAPAN,JPN,2005,74.0
JAPAN,JPN,2006,58.0
JAPAN,JPN,2007,89.0
JAPAN,JPN,2008,101.0
JAPAN,JPN,2009,92.0
JAPAN,JPN,2010,145.0
JAPAN,JPN,2013,249.0
JAPAN,JPN,2014,341.0
JAPAN,JPN,2015,293.0
JAPAN,JPN,2016,338.0
JAPAN,JPN,2017,245.0
JAPAN,JPN,2018,201.0
JAPAN,JPN,2019,463.0
KIRIBATI,KIR,2000,0.0
KIRIBATI,KIR,2001,0.0
KIRIBATI,KIR,2002,483.0
KIRIBATI,KIR,2003,1660.0
KIRIBATI,KIR,2004,0.0
KIRIBATI,KIR,2005,0.0
KIRIBATI,KIR,2006,0.0
KIRIBATI,KIR,2007,0.0
KIRIBATI,KIR,2008,831.0
KIRIBATI,KIR,2009,7.0
KIRIBATI,KIR,2010,20.0
KIRIBATI,KIR,2011,4.0
KIRIBATI,KIR,2016,0.0
KIRIBATI,KIR,2017,4.444444444444445
KIRIBATI,KIR,2018,282.6666666666667
KIRIBATI,KIR,2019,0.18181818181818182
KIRIBATI,KIR,2020,0.0
KIRIBATI,KIR,2021,0.5
KIRIBATI,KIR,2022,221.83333333333334
KIRIBATI,KIR,2023,1397.3333333333333
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2000,1377.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2001,3968.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2002,9176.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2003,17690.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2004,331.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2005,512.6666666666666
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2006,592.8333333333334
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2007,449.25
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2008,373.9166666666667
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2009,650.3333333333334
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2010,22929.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2011,318.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2012,845.5
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2013,5608.333333333333
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2014,303.1666666666667
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2015,312.0833333333333
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2016,937.8333333333334
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2017,1841.5833333333333
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2018,1063.6666666666667
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2019,6498.833333333333
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2020,641.0
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2021,111.66666666666667
LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2022,2417.8333333333335
MACAU,MAC,2000,0.0
MACAU,MAC,2001,1418.0
MACAU,MAC,2002,2.0
MACAU,MAC,2003,28.0
MACAU,MAC,2004,2.0
MACAU,MAC,2005,0.0
MACAU,MAC,2006,6.0
MACAU,MAC,2007,14.0
MACAU,MAC,2008,3.0
MACAU,MAC,2010,6.0
MACAU,MAC,2013,9.0
MACAU,MAC,2014,17.0
MACAU,MAC,2015,3.0
MACAU,MAC,2016,11.0
MACAU,MAC,2017,17.0
MACAU,MAC,2018,18.0
MALAYSIA,MYS,2000,733.75
MALAYSIA,MYS,2001,16368.0
MALAYSIA,MYS,2002,32767.0
MALAYSIA,MYS,2003,31545.0
MALAYSIA,MYS,2004,33895.0
MALAYSIA,MYS,2005,39686.0
MALAYSIA,MYS,2006,38556.0
MALAYSIA,MYS,2007,48846.0
MALAYSIA,MYS,2008,49335.0
MALAYSIA,MYS,2009,6147.5
MALAYSIA,MYS,2010,7382.0
MALAYSIA,MYS,2011,3327.0
MALAYSIA,MYS,2012,1924.0
MALAYSIA,MYS,2013,7267.333333333333
MALAYSIA,MYS,2014,17849.25
MALAYSIA,MYS,2015,20204.583333333332
MALAYSIA,MYS,2016,17496.5
MALAYSIA,MYS,2017,14714.0
MALAYSIA,MYS,2018,13750.916666666666
MALAYSIA,MYS,2019,21698.583333333332
MALAYSIA,MYS,2020,7264.25
MALAYSIA,MYS,2021,2248.1666666666665
MALAYSIA,MYS,2022,5477.666666666667
MALDIVES,MDV,2000,180.0
MALDIVES,MDV,2001,73.0
MALDIVES,MDV,2002,27.0
MALDIVES,MDV,2003,38.0
MALDIVES,MDV,2004,742.0
MALDIVES,MDV,2005,1126.0
MALDIVES,MDV,2006,462.0833333333333
MALDIVES,MDV,2007,279.25
MALDIVES,MDV,2008,275.0
MALDIVES,MDV,2009,134.91666666666666
MALDIVES,MDV,2010,83.33333333333333
MALDIVES,MDV,2011,242.41666666666666
MALDIVES,MDV,2012,90.25
MALDIVES,MDV,2013,60.416666666666664
MALDIVES,MDV,2014,68.66666666666667
MALDIVES,MDV,2015,157.5
MALDIVES,MDV,2016,163.5
MALDIVES,MDV,2017,851.0
MALDIVES,MDV,2018,1838.0
MALDIVES,MDV,2019,2156.0
MALDIVES,MDV,2020,27.333333333333332
MARSHALL ISLANDS,MHL,2000,0.0
MARSHALL ISLANDS,MHL,2001,0.0
MARSHALL ISLANDS,MHL,2002,0.0
MARSHALL ISLANDS,MHL,2003,0.0
MARSHALL ISLANDS,MHL,2004,0.0
MARSHALL ISLANDS,MHL,2005,0.0
MARSHALL ISLANDS,MHL,2006,0.0
MARSHALL ISLANDS,MHL,2007,0.0
MARSHALL ISLANDS,MHL,2009,0.0
MARSHALL ISLANDS,MHL,2010,0.0
MARSHALL ISLANDS,MHL,2017,0.0
MARSHALL ISLANDS,MHL,2018,0.0
MARSHALL ISLANDS,MHL,2019,215.27272727272728
MARSHALL ISLANDS,MHL,2020,141.42857142857142
MARSHALL ISLANDS,MHL,2021,0.0
MARSHALL ISLANDS,MHL,2022,63.75
MARSHALL ISLANDS,MHL,2023,85.8
MARTINIQUE,MTQ,2000,171.0
MARTINIQUE,MTQ,2001,4471.0
MARTINIQUE,MTQ,2002,392.0
MARTINIQUE,MTQ,2003,791.0
MARTINIQUE,MTQ,2004,0.0
MARTINIQUE,MTQ,2005,6083.0
MARTINIQUE,MTQ,2006,4086.0
MARTINIQUE,MTQ,2007,5082.0
MARTINIQUE,MTQ,2008,586.0
MARTINIQUE,MTQ,2009,1378.0
MARTINIQUE,MTQ,2010,37100.0
MARTINIQUE,MTQ,2011,275.0
MARTINIQUE,MTQ,2012,1269.0
MARTINIQUE,MTQ,2013,7040.0
MARTINIQUE,MTQ,2014,0.0
MARTINIQUE,MTQ,2015,3.0
MARTINIQUE,MTQ,2016,4.0
MARTINIQUE,MTQ,2017,9.25
MARTINIQUE,MTQ,2018,6.083333333333333
MARTINIQUE,MTQ,2019,160.0
MARTINIQUE,MTQ,2020,2690.1666666666665
MARTINIQUE,MTQ,2021,89.41666666666667
MARTINIQUE,MTQ,2022,6.5
MEXICO,MEX,2000,21715.0
MEXICO,MEX,2001,6401.0
MEXICO,MEX,2002,9844.0
MEXICO,MEX,2003,6996.0
MEXICO,MEX,2004,8202.0
MEXICO,MEX,2005,16862.0
MEXICO,MEX,2006,27287.0
MEXICO,MEX,2007,48436.0
MEXICO,MEX,2008,31154.0
MEXICO,MEX,2009,249763.0
MEXICO,MEX,2010,57971.0
MEXICO,MEX,2011,67918.0
MEXICO,MEX,2012,165749.0
MEXICO,MEX,2013,115856.0
MEXICO,MEX,2014,10394.083333333334
MEXICO,MEX,2015,18299.416666666668
MEXICO,MEX,2016,10839.083333333334
MEXICO,MEX,2017,7496.75
MEXICO,MEX,2018,6553.5
MEXICO,MEX,2019,22374.5
MEXICO,MEX,2020,10042.833333333334
MEXICO,MEX,2021,3061.8333333333335
MEXICO,MEX,2022,4810.916666666667
MICRONESIA (FEDERATED STATES OF),FSM,2000,14.0
MICRONESIA (FEDERATED STATES OF),FSM,2001,0.0
MICRONESIA (FEDERATED STATES OF),FSM,2002,0.0
MICRONESIA (FEDERATED STATES OF),FSM,2003,0.0
MICRONESIA (FEDERATED STATES OF),FSM,2004,658.0
MICRONESIA (FEDERATED STATES OF),FSM,2006,0.0
MICRONESIA (FEDERATED STATES OF),FSM,2007,6.0
MICRONESIA (FEDERATED STATES OF),FSM,2008,10.0
MICRONESIA (FEDERATED STATES OF),FSM,2009,37.0
MICRONESIA (FEDERATED STATES OF),FSM,2010,23.0
MICRONESIA (FEDERATED STATES OF),FSM,2013,217.0
MICRONESIA (FEDERATED STATES OF),FSM,2016,90.0
MICRONESIA (FEDERATED STATES OF),FSM,2017,1.4
MICRONESIA (FEDERATED STATES OF),FSM,2018,3.1666666666666665
MICRONESIA (FEDERATED STATES OF),FSM,2019,181.36363636363637
MICRONESIA (FEDERATED STATES OF),FSM,2020,2.1666666666666665
MICRONESIA (FEDERATED STATES OF),FSM,2021,5.0
MICRONESIA (FEDERATED STATES OF),FSM,2022,273.4
MICRONESIA (FEDERATED STATES OF),FSM,2023,422.75
MONGOLIA,MNG,2000,0.0
MONGOLIA,MNG,2001,0.0
MONGOLIA,MNG,2002,0.0
MONGOLIA,MNG,2003,0.0
MONGOLIA,MNG,2004,0.0
MONGOLIA,MNG,2005,0.0
MONGOLIA,MNG,2006,89.0
MONGOLIA,MNG,2007,0.0
MONGOLIA,MNG,2009,0.0
MONGOLIA,MNG,2010,0.0
MONGOLIA,MNG,2013,0.0
MONGOLIA,MNG,2014,0.0
MONGOLIA,MNG,2015,0.0
MONTSERRAT,MSR,2000,9.0
MONTSERRAT,MSR,2001,1.0
MONTSERRAT,MSR,2002,1.0
MONTSERRAT,MSR,2003,1.0
MONTSERRAT,MSR,2004,0.0
MONTSERRAT,MSR,2005,0.0
MONTSERRAT,MSR,2006,0.0
MONTSERRAT,MSR,2007,0.0
MONTSERRAT,MSR,2008,2.0
MONTSERRAT,MSR,2009,0.0
MONTSERRAT,MSR,2010,0.0
MONTSERRAT,MSR,2011,3.0
MONTSERRAT,MSR,2012,0.0
MONTSERRAT,MSR,2013,3.0
MONTSERRAT,MSR,2014,0.0
MONTSERRAT,MSR,2015,0.0
MONTSERRAT,MSR,2016,0.0
MONTSERRAT,MSR,2017,0.0
MONTSERRAT,MSR,2018,0.0
MONTSERRAT,MSR,2019,0.08333333333333333
MONTSERRAT,MSR,2020,0.0
MONTSERRAT,MSR,2021,0.6666666666666666
MONTSERRAT,MSR,2022,0.2
MYANMAR,MMR,2000,1222.0
MYANMAR,MMR,2001,15503.0
MYANMAR,MMR,2002,15663.0
MYANMAR,MMR,2003,6792.0
MYANMAR,MMR,2004,6624.0
MYANMAR,MMR,2005,16965.0
MYANMAR,MMR,2006,10392.0
MYANMAR,MMR,2007,14658.0
MYANMAR,MMR,2008,17281.0
MYANMAR,MMR,2009,23681.0
MYANMAR,MMR,2010,15631.0
MYANMAR,MMR,2011,4297.0
MYANMAR,MMR,2012,5606.0
MYANMAR,MMR,2013,21366.0
MYANMAR,MMR,2014,13480.0
MYANMAR,MMR,2015,42540.0
MYANMAR,MMR,2016,10023.0
MYANMAR,MMR,2017,30709.0
MYANMAR,MMR,2018,22659.0
NAURU,NRU,2000,0.0
NAURU,NRU,2001,0.0
NAURU,NRU,2002,0.0
NAURU,NRU,2003,233.0
NAURU,NRU,2004,0.0
NAURU,NRU,2008,2.0
NAURU,NRU,2009,0.0
NAURU,NRU,2010,0.0
NAURU,NRU,2016,0.0
NAURU,NRU,2017,241.75
NAURU,NRU,2018,114.0
NEPAL,NPL,2000,0.0
NEPAL,NPL,2001,0.0
NEPAL,NPL,2002,0.0
NEPAL,NPL,2003,0.0
NEPAL,NPL,2004,0.0
NEPAL,NPL,2005,0.0
NEPAL,NPL,2006,32.0
NEPAL,NPL,2007,27.0
NEPAL,NPL,2008,10.0
NEPAL,NPL,2009,30.0
NEPAL,NPL,2010,917.0
NEPAL,NPL,2011,79.0
NEPAL,NPL,2012,183.0
NEPAL,NPL,2013,642.0
NEPAL,NPL,2014,356.0
NEPAL,NPL,2015,26.0
NEPAL,NPL,2016,1523.0
NEPAL,NPL,2017,1201.0
NEPAL,NPL,2018,230.0
NEPAL,NPL,2019,12100.0
NEPAL,NPL,2021,530.0
NEW CALEDONIA,NCL,2000,15.0
NEW CALEDONIA,NCL,2001,34.0
NEW CALEDONIA,NCL,2002,105.0
NEW CALEDONIA,NCL,2003,5673.0
NEW CALEDONIA,NCL,2004,792.0
NEW CALEDONIA,NCL,2005,46.0
NEW CALEDONIA,NCL,2006,48.0
NEW CALEDONIA,NCL,2007,47.0
NEW CALEDONIA,NCL,2008,1179.0
NEW CALEDONIA,NCL,2009,8610.0
NEW CALEDONIA,NCL,2010,113.0
NEW CALEDONIA,NCL,2012,61.916666666666664
NEW CALEDONIA,NCL,2013,1718.75
NEW CALEDONIA,NCL,2017,718.6666666666666
NEW CALEDONIA,NCL,2018,336.5
NEW CALEDONIA,NCL,2019,649.5
NEW CALEDONIA,NCL,2020,4.916666666666667
NEW CALEDONIA,NCL,2021,11.5
NEW CALEDONIA,NCL,2022,43.166666666666664
NEW CALEDONIA,NCL,2023,402.5
NICARAGUA,NIC,2000,7317.0
NICARAGUA,NIC,2001,194.41666666666666
NICARAGUA,NIC,2002,189.08333333333334
NICARAGUA,NIC,2003,2990.0
NICARAGUA,NIC,2004,777.5833333333334
NICARAGUA,NIC,2005,1229.0833333333333
NICARAGUA,NIC,2006,884.75
NICARAGUA,NIC,2007,1023.1666666666666
NICARAGUA,NIC,2008,722.1666666666666
NICARAGUA,NIC,2009,1505.25
NICARAGUA,NIC,2010,2097.8333333333335
NICARAGUA,NIC,2011,11888.0
NICARAGUA,NIC,2012,2573.1666666666665
NICARAGUA,NIC,2013,38803.0
NICARAGUA,NIC,2014,2916.5
NICARAGUA,NIC,2015,4110.5
NICARAGUA,NIC,2016,7371.916666666667
NICARAGUA,NIC,2017,5789.333333333333
NICARAGUA,NIC,2018,4942.916666666667
NICARAGUA,NIC,2019,15533.75
NICARAGUA,NIC,2020,4372.0
NICARAGUA,NIC,2021,3061.75
NICARAGUA,NIC,2022,8128.416666666667
NIUE,NIU,2000,0.0
NIUE,NIU,2001,1.0
NIUE,NIU,2002,0.0
NIUE,NIU,2003,0.0
NIUE,NIU,2004,0.0
NIUE,NIU,2005,0.0
NIUE,NIU,2008,3.0
NIUE,NIU,2009,0.0
NIUE,NIU,2010,0.0
NIUE,NIU,2016,0.0
NIUE,NIU,2017,1.375
NIUE,NIU,2018,0.0
NIUE,NIU,2019,0.0
NIUE,NIU,2020,0.0
NIUE,NIU,2021,0.0
NIUE,NIU,2022,1.0
NIUE,NIU,2023,4.333333333333333
NORTHERN MARIANA ISLANDS,MNP,2000,0.0
NORTHERN MARIANA ISLANDS,MNP,2001,1418.0
NORTHERN MARIANA ISLANDS,MNP,2002,0.0
NORTHERN MARIANA ISLANDS,MNP,2003,0.0
NORTHERN MARIANA ISLANDS,MNP,2004,0.0
NORTHERN MARIANA ISLANDS,MNP,2009,0.0
NORTHERN MARIANA ISLANDS,MNP,2010,0.0
NORTHERN MARIANA ISLANDS,MNP,2017,0.0
NORTHERN MARIANA ISLANDS,MNP,2018,0.0
NORTHERN MARIANA ISLANDS,MNP,2019,0.4444444444444444
NORTHERN MARIANA ISLANDS,MNP,2020,0.0
NORTHERN MARIANA ISLANDS,MNP,2021,0.0
NORTHERN MARIANA ISLANDS,MNP,2022,77.41666666666667
NORTHERN MARIANA ISLANDS,MNP,2023,116.5
PAKISTAN,PAK,2013,2266.375
PAKISTAN,PAK,2017,4937.0
PAKISTAN,PAK,2019,2043.1666666666667
PAKISTAN,PAK,2020,386.6
PAKISTAN,PAK,2021,560.1818181818181
PAKISTAN,PAK,2022,96.4
PALAU,PLW,2000,1208.0
PALAU,PLW,2001,863.0
PALAU,PLW,2002,45.0
PALAU,PLW,2003,15.0
PALAU,PLW,2004,37.0
PALAU,PLW,2006,28.0
PALAU,PLW,2007,80.0
PALAU,PLW,2008,204.0
PALAU,PLW,2009,4.0
PALAU,PLW,2010,9.0
PALAU,PLW,2013,9.0
PALAU,PLW,2014,13.0
PALAU,PLW,2017,112.1
PALAU,PLW,2018,83.5
PALAU,PLW,2019,196.54545454545453
PALAU,PLW,2020,9.0
PALAU,PLW,2021,1.25
PALAU,PLW,2022,10.166666666666666
PALAU,PLW,2023,14.833333333333334
PANAMA,PAN,2000,317.0
PANAMA,PAN,2001,1545.0
PANAMA,PAN,2002,711.0
PANAMA,PAN,2003,293.0
PANAMA,PAN,2004,373.0
PANAMA,PAN,2005,4000.0
PANAMA,PAN,2006,4300.0
PANAMA,PAN,2007,3402.0
PANAMA,PAN,2008,2287.0
PANAMA,PAN,2009,6811.0
PANAMA,PAN,2010,450.8333333333333
PANAMA,PAN,2011,827.0
PANAMA,PAN,2012,435.0
PANAMA,PAN,2013,4774.0
PANAMA,PAN,2014,206.9
PANAMA,PAN,2015,155.33333333333334
PANAMA,PAN,2016,551.0833333333334
PANAMA,PAN,2017,772.9166666666666
PANAMA,PAN,2018,570.75
PANAMA,PAN,2019,811.75
PANAMA,PAN,2020,303.75
PANAMA,PAN,2021,257.9166666666667
PANAMA,PAN,2022,931.0
PAPUA NEW GUINEA,PNG,2001,0.0
PAPUA NEW GUINEA,PNG,2002,22.0
PAPUA NEW GUINEA,PNG,2009,28.0
PAPUA NEW GUINEA,PNG,2011,3.0
PAPUA NEW GUINEA,PNG,2014,6.0
PARAGUAY,PRY,2000,24282.0
PARAGUAY,PRY,2001,38.0
PARAGUAY,PRY,2002,1871.0
PARAGUAY,PRY,2003,137.0
PARAGUAY,PRY,2004,164.0
PARAGUAY,PRY,2005,405.0
PARAGUAY,PRY,2006,4271.0
PARAGUAY,PRY,2007,37277.0
PARAGUAY,PRY,2008,1953.0
PARAGUAY,PRY,2009,6143.0
PARAGUAY,PRY,2010,13553.0
PARAGUAY,PRY,2011,42945.0
PARAGUAY,PRY,2012,39063.0
PARAGUAY,PRY,2013,72437.5
PARAGUAY,PRY,2014,957.5
PARAGUAY,PRY,2015,4586.777777777777
PARAGUAY,PRY,2016,5851.25
PARAGUAY,PRY,2017,238.45454545454547
PARAGUAY,PRY,2018,2622.0
PARAGUAY,PRY,2019,1357.9166666666667
PARAGUAY,PRY,2020,18271.666666666668
PARAGUAY,PRY,2021,1408.0833333333333
PARAGUAY,PRY,2022,1473.2
PERU,PER,2000,5486.0
PERU,PER,2001,23329.0
PERU,PER,2002,8875.0
PERU,PER,2003,3637.0
PERU,PER,2004,9774.0
PERU,PER,2005,6358.0
PERU,PER,2006,5531.0
PERU,PER,2007,6907.0
PERU,PER,2008,1041.0833333333333
PERU,PER,2009,8813.0
PERU,PER,2010,18392.0
PERU,PER,2011,2740.818181818182
PERU,PER,2012,29994.0
PERU,PER,2013,1228.5
PERU,PER,2014,1574.5833333333333
PERU,PER,2015,4380.5
PERU,PER,2016,2655.6666666666665
PERU,PER,2017,6351.916666666667
PERU,PER,2018,625.3636363636364
PERU,PER,2019,1468.5
PERU,PER,2020,4648.333333333333
PERU,PER,2021,4106.166666666667
PERU,PER,2022,6040.75
PHILIPPINES,PHL,2000,736.25
PHILIPPINES,PHL,2001,2274.5833333333335
